YEAR,ROUND,WSEED,WTEAM,WSCORE,LSEED,LTEAM,LSCORE
2012,2,7,Florida,84,15,Norfolk State,50
2012,2,4,Indiana,63,12,Virginia Commonwealth,61
2012,2,2,Ohio State,73,7,Gonzaga,66
2012,2,11,North Carolina State,66,3,Georgetown,63
2012,2,13,Ohio,62,12,South Florida,56
2012,2,1,Syracuse,75,8,Kansas State,59
2012,2,3,Baylor,80,11,Colorado,63
2012,2,6,Cincinnati,62,3,Florida State,56
2012,2,2,Kansas,63,10,Purdue,60
2012,2,10,Xavier,70,15,Lehigh,58
2012,1,5,Vanderbilt,79,12,Harvard,70
2012,1,4,Wisconsin,73,13,Montana,49
2012,1,13,Ohio,65,4,Michigan,60
2012,1,9,St. Louis,61,8,Memphis,54
2012,1,10,Xavier,67,7,Notre Dame,63
2012,1,1,Kentucky,81,16,Western Kentucky,66
2012,1,1,North Carolina,77,16,Vermont,58
2012,1,1,Michigan State,89,16,Long Island,67
2012,1,11,Colorado,68,6,UNLV,64
2012,1,4,Indiana,79,13,New Mexico State,66
2012,1,5,New Mexico,75,12,Long Beach State,68
2012,1,6,Murray St.,58,11,Colorado State,41
2012,1,7,Florida,71,10,Virginia,45
2012,1,12,Virginia Commonwealth,62,5,Wichita State,59
2012,1,11,North Carolina State,79,6,San Diego State,65
2012,1,12,South Florida,58,5,Temple,44
2012,1,2,Ohio State,78,15,Loyola (Md.),59
2012,1,3,Florida State,66,14,St. Bonaventure,63
2012,1,7,Gonzaga,77,10,West Virginia,54
2012,1,15,Lehigh,75,2,Duke,70
2012,1,2,Kansas,65,15,Detroit,50
2012,1,8,Creighton,58,9,Alabama,57
2012,1,10,Purdue,72,7,St. Mary's (Cal.),69
2012,1,3,Baylor,68,14,South Dakota State,60
2012,1,3,Marquette,88,14,Brigham Young,68
2012,1,1,Syracuse,72,16,UNC Asheville,65
2012,1,8,Iowa State,77,9,Connecticut,64
2012,1,4,Louisville,69,13,Davidson,62
2012,1,8,Kansas State,70,9,Southern Mississippi,64
2012,1,15,Norfolk State,86,2,Missouri,84
2012,1,6,Cincinnati,65,11,Texas,59
2012,1,3,Georgetown,74,14,Belmont,59
2012,0,12,South Florida,65,12,UC Berkeley,54
2012,0,14,Brigham Young,78,14,Iona,72
2012,0,16,Vermont,71,16,Lamar,59
2012,0,16,Western Kentucky,59,16,Mississippi Valley State,58
2011,6,3,Connecticut,53,8,Butler,41
2011,5,3,Connecticut,56,4,Kentucky,55
2011,5,8,Butler,70,11,Virginia Commonwealth,62
2011,4,8,Butler,74,2,Florida,71
2011,4,4,Kentucky,76,2,North Carolina,69
2011,4,11,Virginia Commonwealth,71,1,Kansas,61
2011,4,3,Connecticut,65,5,Arizona,63
2011,3,8,Butler,61,4,Wisconsin,54
2011,3,3,Connecticut,74,2,San Diego State,67
2011,3,4,Kentucky,62,1,Ohio State,60
2011,3,11,Virginia Commonwealth,72,10,Florida State,71
2011,3,5,Arizona,93,1,Duke,77
2011,3,2,Florida,83,3,Brigham Young,74
2011,3,1,Kansas,77,12,Richmond,57
2011,3,2,North Carolina,81,11,Marquette,63
2011,2,2,Florida,73,7,UCLA,65
2011,2,4,Kentucky,71,5,West Virginia,63
2011,2,2,San Diego State,71,7,Temple,64
2011,2,1,Ohio State,98,8,George Mason,66
2011,2,10,Florida State,71,2,Notre Dame,57
2011,2,11,Virginia Commonwealth,94,3,Purdue,76
2011,2,3,Brigham Young,89,11,Gonzaga,67
2011,2,1,Duke,73,8,Michigan,71
2011,2,1,Kansas,73,9,Illinois,59
2011,2,8,Butler,71,1,Pittsburgh,70
2011,2,5,Arizona,70,4,Texas,69
2011,2,11,Marquette,66,3,Syracuse,62
2011,2,4,Wisconsin,70,5,Kansas State,65
2011,2,12,Richmond,65,13,Morehead State,48
2011,2,3,Connecticut,69,6,Cincinnati,58
2011,2,2,North Carolina,86,7,Washington,83
2011,1,7,UCLA,78,10,Michigan State,76
2011,1,12,Richmond,69,5,Vanderbilt,66
2011,1,4,Wisconsin,72,13,Belmont,58
2011,1,5,West Virginia,84,12,Clemson,76
2011,1,8,Michigan,75,9,Tennessee,45
2011,1,8,Butler,60,9,Old Dominion,58
2011,1,10,Florida State,57,7,Texas A&M,50
2011,1,3,Connecticut,81,14,Bucknell,52
2011,1,2,Notre Dame,69,15,Akron,56
2011,1,4,Kentucky,59,13,Princeton,57
2011,1,2,North Carolina,102,15,Long Island,87
2011,1,2,Florida,79,15,UC Santa Barbara,51
2011,1,2,San Diego State,68,15,Northern Colorado,50
2011,1,7,Temple,66,10,Penn State,64
2011,1,1,Ohio State,75,16,Texas-San Antonio,46
2011,1,1,Duke,87,16,Hampton,45
2011,1,3,Brigham Young,74,14,Wofford,66
2011,1,1,Kansas,72,16,Boston University,53
2011,1,1,Pittsburgh,74,16,UNC Asheville,51
2011,1,8,George Mason,61,9,Villanova,57
2011,1,5,Arizona,77,12,Memphis,75
2011,1,9,Illinois,73,8,UNLV,62
2011,1,3,Syracuse,77,14,Indiana State,60
2011,1,13,Morehead State,62,4,Louisville,61
2011,1,5,Kansas State,73,12,Utah State,68
2011,1,4,Texas,85,13,Oakland,81
2011,1,6,Cincinnati,78,11,Missouri,63
2011,1,11,Virginia Commonwealth,74,6,Georgetown,56
2011,1,3,Purdue,65,14,St. Peter's,43
2011,1,11,Marquette,66,6,Xavier,55
2011,1,7,Washington,68,10,Georgia,65
2011,1,11,Gonzaga,86,6,St. John's,71
2011,0,16,UNC Asheville,81,16,Arkansas-Little Rock,77
2011,0,12,Clemson,70,12,Alabama-Birmingham,52
2011,0,11,Virginia Commonwealth,59,11,Southern California,46
2011,0,16,Texas-San Antonio,70,16,Alabama State,61
2010,6,1,Duke,61,5,Butler,59
2010,5,1,Duke,78,2,West Virginia,57
2010,5,5,Butler,52,5,Michigan State,50
2010,4,5,Butler,63,2,Kansas State,56
2010,4,2,West Virginia,73,1,Kentucky,66
2010,4,5,Michigan State,70,6,Tennessee,69
2010,4,1,Duke,78,3,Baylor,71
2010,3,1,Kentucky,62,12,Cornell,45
2010,3,1,Duke,70,4,Purdue,57
2010,3,3,Baylor,72,10,St. Mary's (Cal.),49
2010,3,5,Butler,63,1,Syracuse,59
2010,3,6,Tennessee,76,2,Ohio State,73
2010,3,5,Michigan State,59,9,Northern Iowa,52
2010,3,2,Kansas State,101,6,Xavier,96
2010,3,2,West Virginia,69,11,Washington,56
2010,2,2,West Virginia,68,10,Missouri,59
2010,2,5,Butler,54,13,Murray St.,52
2010,2,4,Purdue,63,5,Texas A&M,61
2010,2,1,Kentucky,90,9,Wake Forest,60
2010,2,5,Michigan State,85,4,Maryland,83
2010,2,1,Duke,68,8,UC Berkeley,53
2010,2,2,Kansas State,84,7,Brigham Young,72
2010,2,9,Northern Iowa,69,1,Kansas,67
2010,2,12,Cornell,87,4,Wisconsin,69
2010,2,10,St. Mary's (Cal.),75,2,Villanova,68
2010,2,1,Syracuse,87,8,Gonzaga,65
2010,2,3,Baylor,76,11,Old Dominion,68
2010,2,6,Tennessee,83,14,Ohio,68
2010,2,2,Ohio State,75,10,Georgia Tech,66
2010,2,6,Xavier,71,3,Pittsburgh,68
2010,2,11,Washington,82,3,New Mexico,64
2010,1,13,Murray St.,66,4,Vanderbilt,65
2010,1,4,Wisconsin,53,13,Wofford,49
2010,1,2,West Virginia,77,15,Morgan State,50
2010,1,8,UC Berkeley,77,9,Louisville,62
2010,1,5,Butler,77,12,UTEP,59
2010,1,5,Texas A&M,69,12,Utah State,53
2010,1,11,Old Dominion,51,6,Notre Dame,50
2010,1,1,Kentucky,100,16,East Tennessee State,71
2010,1,5,Michigan State,70,12,New Mexico State,67
2010,1,3,New Mexico,62,14,Montana,57
2010,1,12,Cornell,78,5,Temple,65
2010,1,2,Ohio State,68,15,UC Santa Barbara,51
2010,1,8,Gonzaga,67,9,Florida State,60
2010,1,1,Duke,73,16,Arkansas-Pine Bluff,44
2010,1,7,Brigham Young,99,10,Florida,92
2010,1,1,Kansas,90,16,Lehigh,74
2010,1,3,Pittsburgh,89,14,Oakland,66
2010,1,2,Villanova,73,15,Robert Morris,70
2010,1,9,Northern Iowa,69,8,UNLV,66
2010,1,3,Baylor,68,14,Sam Houston State,59
2010,1,11,Washington,80,6,Marquette,78
2010,1,1,Syracuse,79,16,Vermont,56
2010,1,2,Kansas State,82,15,North Texas,62
2010,1,10,St. Mary's (Cal.),80,7,Richmond,71
2010,1,9,Wake Forest,81,8,Texas,80
2010,1,14,Ohio,97,3,Georgetown,83
2010,1,6,Tennessee,62,11,San Diego State,59
2010,1,4,Purdue,72,13,Siena,64
2010,1,4,Maryland,89,13,Houston,77
2010,1,10,Georgia Tech,64,7,Oklahoma State,59
2010,1,6,Xavier,65,11,Minnesota,54
2010,1,10,Missouri,86,7,Clemson,78
2010,0,16,Arkansas-Pine Bluff,61,16,Winthrop,44
2009,6,1,North Carolina,89,2,Michigan State,72
2009,5,2,Michigan State,82,1,Connecticut,73
2009,5,1,North Carolina,83,3,Villanova,69
2009,4,1,Connecticut,82,3,Missouri,75
2009,4,1,North Carolina,72,2,Oklahoma,60
2009,4,3,Villanova,78,1,Pittsburgh,76
2009,4,2,Michigan State,64,1,Louisville,52
2009,3,3,Missouri,102,2,Memphis,91
2009,3,1,Connecticut,72,5,Purdue,60
2009,3,1,North Carolina,98,4,Gonzaga,77
2009,3,2,Michigan State,67,3,Kansas,62
2009,3,1,Pittsburgh,60,4,Xavier,55
2009,3,3,Villanova,77,2,Duke,54
2009,3,2,Oklahoma,84,3,Syracuse,71
2009,3,1,Louisville,103,12,Arizona,64
2009,2,3,Villanova,89,6,UCLA,69
2009,2,4,Xavier,60,12,Wisconsin,49
2009,2,2,Oklahoma,73,10,Michigan,63
2009,2,1,Connecticut,92,9,Texas A&M,66
2009,2,1,North Carolina,84,8,LSU,70
2009,2,1,Pittsburgh,84,8,Oklahoma State,76
2009,2,3,Missouri,83,6,Marquette,79
2009,2,1,Louisville,79,9,Siena,62
2009,2,2,Duke,74,7,Texas,69
2009,2,5,Purdue,76,4,Washington,74
2009,2,2,Memphis,89,10,Maryland,70
2009,2,2,Michigan State,74,10,Southern California,69
2009,2,3,Syracuse,78,6,Arizona State,67
2009,2,12,Arizona,71,13,Cleveland State,57
2009,2,3,Kansas,60,11,Dayton,43
2009,2,4,Gonzaga,83,12,Western Kentucky,81
2009,1,6,UCLA,65,11,Virginia Commonwealth,64
2009,1,3,Missouri,78,14,Cornell,59
2009,1,11,Dayton,68,6,West Virginia,60
2009,1,10,Maryland,84,7,UC Berkeley,71
2009,1,1,Connecticut,103,16,Chattanooga,47
2009,1,2,Memphis,81,15,Cal State Northridge,70
2009,1,1,North Carolina,101,16,Radford,58
2009,1,2,Michigan State,77,15,Robert Morris,62
2009,1,9,Siena,74,8,Ohio State,72
2009,1,12,Wisconsin,61,5,Florida State,59
2009,1,4,Gonzaga,77,13,Akron,64
2009,1,2,Duke,86,15,Binghamton,62
2009,1,9,Texas A&M,79,8,Brigham Young,66
2009,1,3,Kansas,84,14,North Dakota State,74
2009,1,1,Pittsburgh,72,16,East Tennessee State,62
2009,1,4,Xavier,77,13,Portland State,59
2009,1,3,Villanova,80,14,American,67
2009,1,6,Marquette,58,11,Utah State,57
2009,1,12,Western Kentucky,76,5,Illinois,72
2009,1,3,Syracuse,59,14,Stephen F. Austin,44
2009,1,1,Louisville,74,16,Morehead State,54
2009,1,7,Texas,76,10,Minnesota,62
2009,1,5,Purdue,61,12,Northern Iowa,56
2009,1,8,Oklahoma State,77,9,Tennessee,75
2009,1,13,Cleveland State,84,4,Wake Forest,69
2009,1,4,Washington,71,13,Mississippi State,58
2009,1,10,Michigan,62,7,Clemson,59
2009,1,12,Arizona,84,5,Utah,71
2009,1,10,Southern California,72,7,Boston College,55
2009,1,2,Oklahoma,82,15,Morgan State,54
2009,1,6,Arizona State,66,11,Temple,57
2009,1,8,LSU,75,9,Butler,71
2009,0,16,Morehead State,58,16,Alabama State,43
2008,6,1,Kansas,75,1,Memphis,68
2008,5,1,Memphis,78,1,UCLA,63
2008,5,1,Kansas,84,1,North Carolina,66
2008,4,1,UCLA,76,3,Xavier,57
2008,4,1,Memphis,85,2,Texas,67
2008,4,1,North Carolina,83,3,Louisville,73
2008,4,1,Kansas,59,10,Davidson,57
2008,3,1,UCLA,88,12,Western Kentucky,78
2008,3,10,Davidson,73,3,Wisconsin,56
2008,3,1,Memphis,92,5,Michigan State,74
2008,3,1,North Carolina,68,4,Washington State,47
2008,3,1,Kansas,72,12,Villanova,57
2008,3,3,Xavier,79,7,West Virginia,75
2008,3,3,Louisville,79,2,Tennessee,60
2008,3,2,Texas,82,3,Stanford,62
2008,2,1,UCLA,51,9,Texas A&M,49
2008,2,7,West Virginia,73,2,Duke,67
2008,2,2,Tennessee,76,7,Butler,71
2008,2,4,Washington State,61,5,Notre Dame,41
2008,2,1,Memphis,77,8,Mississippi State,74
2008,2,1,North Carolina,108,9,Arkansas,77
2008,2,5,Michigan State,65,4,Pittsburgh,54
2008,2,3,Stanford,82,6,Marquette,81
2008,2,1,Kansas,75,8,UNLV,56
2008,2,10,Davidson,74,2,Georgetown,70
2008,2,12,Villanova,84,13,Siena,72
2008,2,3,Wisconsin,72,11,Kansas State,55
2008,2,2,Texas,75,7,Miami (Fla.),72
2008,2,3,Xavier,85,6,Purdue,78
2008,2,3,Louisville,78,6,Oklahoma,48
2008,2,12,Western Kentucky,72,13,San Diego,63
2008,1,1,UCLA,70,16,Mississippi Valley State,29
2008,1,13,Siena,83,4,Vanderbilt,62
2008,1,3,Wisconsin,71,14,Cal State Fullerton,56
2008,1,7,West Virginia,75,10,Arizona,65
2008,1,7,Butler,81,10,South Alabama,61
2008,1,13,San Diego,70,4,Connecticut,69
2008,1,5,Notre Dame,68,12,George Mason,50
2008,1,1,Memphis,87,16,Texas-Arlington,63
2008,1,1,North Carolina,113,16,Mount St. Mary's,74
2008,1,5,Michigan State,72,12,Temple,61
2008,1,6,Marquette,74,11,Kentucky,66
2008,1,4,Washington State,71,13,Winthrop,40
2008,1,10,Davidson,82,7,Gonzaga,76
2008,1,2,Duke,71,15,Belmont,70
2008,1,9,Texas A&M,67,8,Brigham Young,62
2008,1,1,Kansas,85,16,Portland State,61
2008,1,4,Pittsburgh,82,13,Oral Roberts,63
2008,1,3,Xavier,73,14,Georgia,61
2008,1,8,UNLV,71,9,Kent State,58
2008,1,3,Louisville,79,14,Boise State,61
2008,1,7,Miami (Fla.),78,10,St. Mary's (Cal.),64
2008,1,2,Texas,74,15,Austin Peay,54
2008,1,2,Georgetown,66,15,Maryland-Baltimore County,47
2008,1,2,Tennessee,72,15,American,57
2008,1,6,Purdue,90,11,Baylor,79
2008,1,12,Villanova,75,5,Clemson,69
2008,1,11,Kansas State,80,6,Southern California,67
2008,1,6,Oklahoma,72,11,St. Joseph's,64
2008,1,8,Mississippi State,76,9,Oregon,69
2008,1,3,Stanford,77,14,Cornell,53
2008,1,9,Arkansas,86,8,Indiana,72
2008,1,12,Western Kentucky,101,5,Drake,99
2008,0,16,Mount St. Mary's,69,16,Coppin State,60
2007,6,1,Florida,84,1,Ohio State,75
2007,5,1,Florida,76,2,UCLA,66
2007,5,1,Ohio State,67,2,Georgetown,60
2007,4,2,Georgetown,96,1,North Carolina,84
2007,4,1,Florida,85,3,Oregon,77
2007,4,1,Ohio State,92,2,Memphis,76
2007,4,2,UCLA,68,1,Kansas,55
2007,3,2,Georgetown,66,6,Vanderbilt,65
2007,3,1,North Carolina,74,5,Southern California,64
2007,3,1,Florida,65,5,Butler,57
2007,3,1,Ohio State,85,5,Tennessee,84
2007,3,1,Kansas,61,4,Southern Illinois,58
2007,3,2,UCLA,64,3,Pittsburgh,55
2007,3,3,Oregon,76,7,UNLV,72
2007,3,2,Memphis,65,3,Texas A&M,64
2007,2,6,Vanderbilt,78,3,Washington State,74
2007,2,3,Pittsburgh,84,11,Virginia Commonwealth,79
2007,2,1,North Carolina,81,9,Michigan State,67
2007,2,1,Florida,74,9,Purdue,67
2007,2,3,Oregon,75,11,Winthrop,61
2007,2,1,Ohio State,78,9,Xavier,71
2007,2,1,Kansas,88,8,Kentucky,76
2007,2,7,UNLV,74,2,Wisconsin,68
2007,2,3,Texas A&M,72,6,Louisville,69
2007,2,5,Tennessee,77,4,Virginia,74
2007,2,5,Southern California,87,4,Texas,68
2007,2,4,Southern Illinois,63,5,Virginia Tech,48
2007,2,2,Georgetown,62,7,Boston College,55
2007,2,2,UCLA,54,7,Indiana,49
2007,2,2,Memphis,78,7,Nevada,62
2007,2,5,Butler,62,4,Maryland,59
2007,1,2,UCLA,70,15,Weber State,42
2007,1,6,Vanderbilt,77,11,George Washington,44
2007,1,2,Wisconsin,76,15,Texas A&M-Corpus Christi,63
2007,1,11,Winthrop,74,6,Notre Dame,64
2007,1,2,Memphis,73,15,North Texas,58
2007,1,1,North Carolina,86,16,Eastern Kentucky,65
2007,1,9,Michigan State,61,8,Marquette,49
2007,1,1,Florida,112,16,Jackson State,69
2007,1,3,Washington State,70,14,Oral Roberts,54
2007,1,1,Ohio State,78,16,Central Connecticut State,57
2007,1,11,Virginia Commonwealth,79,6,Duke,77
2007,1,9,Xavier,79,8,Brigham Young,77
2007,1,1,Kansas,107,16,Niagara,67
2007,1,3,Pittsburgh,79,14,Wright State,58
2007,1,7,UNLV,67,10,Georgia Tech,63
2007,1,6,Louisville,78,11,Stanford,58
2007,1,4,Texas,79,13,New Mexico State,67
2007,1,2,Georgetown,80,15,Belmont,55
2007,1,5,Tennessee,121,12,Long Beach State,86
2007,1,4,Maryland,82,13,Davidson,70
2007,1,8,Kentucky,67,9,Villanova,58
2007,1,9,Purdue,72,8,Arizona,63
2007,1,5,Southern California,77,12,Arkansas,60
2007,1,5,Virginia Tech,54,12,Illinois,52
2007,1,7,Boston College,84,10,Texas Tech,75
2007,1,7,Indiana,70,10,Gonzaga,57
2007,1,3,Oregon,58,14,Miami (Ohio),56
2007,1,3,Texas A&M,68,14,Penn,52
2007,1,7,Nevada,77,10,Creighton,71
2007,1,5,Butler,57,12,Old Dominion,46
2007,1,4,Southern Illinois,61,13,Holy Cross,51
2007,1,4,Virginia,84,13,Albany (N.Y.),57
2007,0,16,Niagara,77,16,Florida A&M,69
2006,6,3,Florida,73,2,UCLA,57
2006,5,3,Florida,73,11,George Mason,58
2006,5,2,UCLA,59,4,LSU,45
2006,4,11,George Mason,86,1,Connecticut,84
2006,4,2,UCLA,50,1,Memphis,45
2006,4,3,Florida,75,1,Villanova,62
2006,4,4,LSU,70,2,Texas,60
2006,3,2,Texas,74,6,West Virginia,71
2006,3,1,Connecticut,98,5,Washington,92
2006,3,1,Memphis,80,13,Bradley,64
2006,3,3,Florida,57,7,Georgetown,53
2006,3,2,UCLA,73,3,Gonzaga,71
2006,3,4,LSU,62,1,Duke,54
2006,3,11,George Mason,63,7,Wichita State,55
2006,3,1,Villanova,60,4,Boston College,59
2006,2,6,West Virginia,67,14,Northwestern State,54
2006,2,7,Wichita State,80,2,Tennessee,73
2006,2,1,Connecticut,87,8,Kentucky,83
2006,2,1,Memphis,72,9,Bucknell,56
2006,2,3,Gonzaga,90,6,Indiana,80
2006,2,1,Duke,70,8,George Washington,64
2006,2,13,Bradley,72,5,Pittsburgh,66
2006,2,11,George Mason,65,3,North Carolina,60
2006,2,1,Villanova,82,8,Arizona,78
2006,2,2,UCLA,62,10,Alabama,59
2006,2,7,Georgetown,70,2,Ohio State,52
2006,2,5,Washington,67,4,Illinois,64
2006,2,2,Texas,75,10,North Carolina State,54
2006,2,4,LSU,58,12,Texas A&M,57
2006,2,4,Boston College,69,12,Montana,56
2006,2,3,Florida,82,11,Milwaukee,60
2006,1,2,UCLA,78,15,Belmont,44
2006,1,6,West Virginia,64,11,Southern Illinois,46
2006,1,7,Wichita State,86,10,Seton Hall,66
2006,1,1,Connecticut,72,16,Albany (N.Y.),59
2006,1,1,Memphis,94,16,Oral Roberts,78
2006,1,3,North Carolina,69,14,Murray St.,65
2006,1,11,George Mason,75,6,Michigan State,65
2006,1,10,Alabama,90,7,Marquette,85
2006,1,14,Northwestern State,64,3,Iowa,63
2006,1,3,Florida,76,14,South Alabama,50
2006,1,6,Indiana,87,11,San Diego State,83
2006,1,2,Ohio State,70,15,Davidson,62
2006,1,3,Gonzaga,79,14,Xavier,75
2006,1,1,Duke,70,16,Southern,54
2006,1,13,Bradley,77,4,Kansas,73
2006,1,5,Pittsburgh,79,12,Kent State,64
2006,1,1,Villanova,58,16,Monmouth,45
2006,1,9,Bucknell,59,8,Arkansas,55
2006,1,4,Illinois,78,13,Air Force,69
2006,1,12,Texas A&M,66,5,Syracuse,58
2006,1,2,Texas,60,15,Penn,52
2006,1,7,Georgetown,54,10,Northern Iowa,49
2006,1,2,Tennessee,63,15,Winthrop,61
2006,1,8,Kentucky,72,9,Alabama-Birmingham,59
2006,1,5,Washington,75,12,Utah State,61
2006,1,8,Arizona,94,9,Wisconsin,75
2006,1,10,North Carolina State,58,7,UC Berkeley,52
2006,1,11,Milwaukee,82,6,Oklahoma,74
2006,1,4,Boston College,88,13,Pacific,76
2006,1,12,Montana,87,5,Nevada,79
2006,1,8,George Washington,88,9,UNC Wilmington,85
2006,1,4,LSU,80,13,Iona,64
2006,0,16,Monmouth,71,16,Hampton,49
2005,6,1,North Carolina,75,1,Illinois,70
2005,5,1,North Carolina,87,5,Michigan State,71
2005,5,1,Illinois,75,4,Louisville,58
2005,4,1,North Carolina,88,6,Wisconsin,82
2005,4,5,Michigan State,94,2,Kentucky,88
2005,4,1,Illinois,90,3,Arizona,89
2005,4,4,Louisville,93,7,West Virginia,85
2005,3,6,Wisconsin,65,10,North Carolina State,56
2005,3,1,North Carolina,67,5,Villanova,66
2005,3,5,Michigan State,78,1,Duke,68
2005,3,1,Illinois,77,12,Milwaukee,63
2005,3,4,Louisville,93,1,Washington,79
2005,3,3,Arizona,79,2,Oklahoma State,78
2005,3,7,West Virginia,65,6,Texas Tech,60
2005,3,2,Kentucky,62,6,Utah,52
2005,2,3,Arizona,85,11,Alabama-Birmingham,63
2005,2,6,Wisconsin,71,14,Bucknell,62
2005,2,2,Kentucky,69,7,Cincinnati,60
2005,2,7,West Virginia,111,2,Wake Forest,105
2005,2,1,North Carolina,92,9,Iowa State,65
2005,2,5,Michigan State,72,13,Vermont,61
2005,2,1,Duke,63,9,Mississippi State,55
2005,2,5,Villanova,76,4,Florida,65
2005,2,1,Illinois,71,9,Nevada,59
2005,2,12,Milwaukee,85,4,Boston College,63
2005,2,4,Louisville,76,5,Georgia Tech,54
2005,2,1,Washington,97,8,Pacific,79
2005,2,6,Texas Tech,71,3,Gonzaga,69
2005,2,10,North Carolina State,65,2,Connecticut,62
2005,2,2,Oklahoma State,85,7,Southern Illinois,77
2005,2,6,Utah,67,3,Oklahoma,58
2005,1,6,Wisconsin,57,11,Northern Iowa,52
2005,1,7,Cincinnati,76,10,Iowa,64
2005,1,7,West Virginia,63,10,Creighton,61
2005,1,2,Connecticut,77,15,Central Florida,71
2005,1,1,North Carolina,96,16,Oakland,68
2005,1,5,Michigan State,89,12,Old Dominion,81
2005,1,4,Florida,67,13,Ohio,62
2005,1,3,Gonzaga,74,14,Winthrop,64
2005,1,1,Duke,57,16,Delaware State,46
2005,1,14,Bucknell,64,3,Kansas,63
2005,1,5,Villanova,55,12,New Mexico,47
2005,1,12,Milwaukee,83,5,Alabama,73
2005,1,1,Illinois,67,16,Fairleigh Dickinson,55
2005,1,13,Vermont,60,4,Syracuse,57
2005,1,4,Louisville,68,13,Louisiana-Lafayette,62
2005,1,9,Iowa State,64,8,Minnesota,53
2005,1,9,Nevada,61,8,Texas,57
2005,1,5,Georgia Tech,80,12,George Washington,68
2005,1,2,Kentucky,72,15,Eastern Kentucky,64
2005,1,1,Washington,88,16,Montana,77
2005,1,3,Arizona,66,14,Utah State,53
2005,1,2,Oklahoma State,63,15,Southeastern Louisiana,50
2005,1,6,Texas Tech,78,11,UCLA,66
2005,1,4,Boston College,85,13,Penn,65
2005,1,3,Oklahoma,84,14,Niagara,67
2005,1,2,Wake Forest,70,15,Chattanooga,54
2005,1,9,Mississippi State,93,8,Stanford,70
2005,1,8,Pacific,79,9,Pittsburgh,71
2005,1,10,North Carolina State,75,7,Charlotte,63
2005,1,7,Southern Illinois,65,10,St. Mary's (Cal.),56
2005,1,11,Alabama-Birmingham,82,6,LSU,68
2005,1,6,Utah,60,11,UTEP,54
2005,0,16,Oakland,79,16,Alabama A&M,69
2004,6,2,Connecticut,82,3,Georgia Tech,73
2004,5,2,Connecticut,79,1,Duke,78
2004,5,3,Georgia Tech,67,2,Oklahoma State,65
2004,4,1,Duke,66,7,Xavier,63
2004,4,3,Georgia Tech,79,4,Kansas,71
2004,4,2,Connecticut,87,8,Alabama,71
2004,4,2,Oklahoma State,64,1,St. Joseph's,62
2004,3,4,Kansas,100,9,Alabama-Birmingham,74
2004,3,2,Connecticut,73,6,Vanderbilt,53
2004,3,1,Duke,72,5,Illinois,62
2004,3,2,Oklahoma State,63,3,Pittsburgh,51
2004,3,8,Alabama,80,5,Syracuse,71
2004,3,7,Xavier,79,3,Texas,71
2004,3,3,Georgia Tech,72,10,Nevada,67
2004,3,1,St. Joseph's,84,4,Wake Forest,80
2004,2,6,Vanderbilt,75,3,North Carolina State,73
2004,2,3,Pittsburgh,59,6,Wisconsin,55
2004,2,8,Alabama,70,1,Stanford,67
2004,2,2,Oklahoma State,70,7,Memphis,53
2004,2,3,Texas,78,6,North Carolina,75
2004,2,7,Xavier,89,2,Mississippi State,74
2004,2,1,Duke,90,8,Seton Hall,62
2004,2,5,Illinois,92,4,Cincinnati,68
2004,2,5,Syracuse,72,4,Maryland,70
2004,2,9,Alabama-Birmingham,76,1,Kentucky,75
2004,2,3,Georgia Tech,57,6,Boston College,54
2004,2,1,St. Joseph's,70,8,Texas Tech,65
2004,2,10,Nevada,91,2,Gonzaga,72
2004,2,4,Kansas,78,12,Pacific,63
2004,2,2,Connecticut,72,7,DePaul,55
2004,2,4,Wake Forest,84,12,Manhattan,80
2004,1,6,Vanderbilt,71,11,Western Michigan,58
2004,1,6,Wisconsin,76,11,Richmond,64
2004,1,4,Cincinnati,80,13,East Tennessee State,77
2004,1,1,Stanford,71,16,Texas-San Antonio,45
2004,1,2,Connecticut,70,15,Vermont,53
2004,1,7,Memphis,59,10,South Carolina,43
2004,1,6,North Carolina,63,11,Air Force,52
2004,1,10,Nevada,72,7,Michigan State,66
2004,1,12,Manhattan,75,5,Florida,60
2004,1,7,Xavier,80,10,Louisville,70
2004,1,2,Gonzaga,76,15,Valparaiso,49
2004,1,1,Duke,96,16,Alabama State,61
2004,1,4,Kansas,78,13,Illinois-Chicago,53
2004,1,3,Pittsburgh,53,14,Central Florida,44
2004,1,8,Alabama,65,9,Southern Illinois,64
2004,1,5,Illinois,72,12,Murray St.,53
2004,1,5,Syracuse,80,12,Brigham Young,75
2004,1,3,Texas,80,14,Princeton,70
2004,1,4,Maryland,86,13,UTEP,83
2004,1,3,Georgia Tech,65,14,Northern Iowa,60
2004,1,1,Kentucky,96,16,Florida A&M,76
2004,1,9,Alabama-Birmingham,102,8,Washington,100
2004,1,2,Oklahoma State,75,15,Eastern Washington,56
2004,1,8,Texas Tech,76,9,Charlotte,73
2004,1,6,Boston College,58,11,Utah,51
2004,1,4,Wake Forest,79,13,Virginia Commonwealth,78
2004,1,3,North Carolina State,62,14,Louisiana-Lafayette,52
2004,1,1,St. Joseph's,82,16,Liberty,63
2004,1,2,Mississippi State,80,15,Monmouth,70
2004,1,12,Pacific,66,5,Providence,58
2004,1,7,DePaul,76,10,Dayton,69
2004,1,8,Seton Hall,80,9,Arizona,76
